1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,142,139,143,136,134,131,132,122,119,115,112,115,119,111,115,115,111,111,111,111,111,0
0,139,139,142,131,120,131,123,116,119,111,112,115,119,111,111,112,111,111,111,111,111,0
0,139,139,142,131,119,118,115,115,115,111,112,111,111,111,111,112,111,111,111,111,111,0
0,139,136,131,123,116,118,115,115,112,111,112,111,111,111,111,111,111,111,111,111,111,0
0,139,134,126,122,116,118,115,115,112,111,112,111,111,111,111,111,111,111,111,111,111,0
0,134,134,118,122,115,114,115,115,112,111,112,111,111,111,111,111,111,111,111,111,111,0
0,133,129,118,122,115,114,115,115,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,132,126,118,120,115,111,115,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,132,126,118,117,115,111,115,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,132,126,118,117,111,111,115,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,129,126,118,111,111,111,115,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,129,126,118,111,111,111,115,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,129,126,118,111,111,111,115,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,129,123,118,111,111,111,115,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,129,122,118,111,111,111,115,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,128,122,118,111,111,111,115,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,122,122,118,111,111,111,115,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,122,122,117,111,111,111,115,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,122,116,111,111,111,115,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,122,116,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,122,116,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,122,116,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,122,116,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,122,116,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,122,116,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,122,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
