1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,145,141,126,129,130,130,117,121,120,124,127,121,113,115,115,111,111,111,111,111,111,0
0,139,136,124,122,119,124,117,121,112,120,124,121,111,111,115,111,111,111,111,111,111,0
0,139,126,124,121,119,121,116,121,112,120,116,111,111,111,115,111,111,111,111,111,111,0
0,139,126,124,121,119,121,116,115,112,111,112,111,111,111,111,111,111,111,111,111,111,0
0,134,125,121,121,119,120,116,115,112,111,112,111,111,111,111,111,111,111,111,111,111,0
0,132,117,121,121,113,120,116,115,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,132,117,121,121,113,120,116,115,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,132,117,121,121,113,120,116,111,112,111,111,111,111,111,111,111,111,111,111,111,111,0
0,132,117,119,121,111,119,116,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,131,117,119,117,111,119,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,130,117,119,117,111,119,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,124,117,119,117,111,119,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,124,117,119,112,111,119,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,124,117,119,112,111,119,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,124,117,119,112,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,124,117,119,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,117,119,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,119,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,116,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,116,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,116,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,116,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,116,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,116,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,116,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,116,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,116,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
0,121,116,116,111,111,111,115,111,111,111,111,111,111,111,111,111,111,111,111,111,111,0
