Genes,PAO1.LB.913,PAO1.LB.201,PAO1.LB.335,PAO1.Sputum.224,PAO1.Sputum.405,PAO1.Pyruvate.179,PAO1.Succinate.640
PA3139,0,1,0,1,0,0,1
PA3480,0,1,0,1,0,0,1
PA4007,0,1,0,1,0,0,1
PA5289,0,0,0,1,0,1,1
PA5567,1,0,0,0,1,0,1
PA5562,1,0,0,0,1,0,1
PA5338,1,0,0,0,1,0,1
PA5016,1,0,0,0,1,0,1
PA0407,1,0,0,0,1,0,1
PA0965,1,0,0,0,1,0,1
PA1057,1,0,0,0,1,0,1
PA1476,1,0,0,0,1,0,1
PA1704,1,0,0,0,1,0,1
PA1802,1,0,0,0,1,0,1
PA1803,1,0,0,0,1,0,1
PA2236,1,0,0,0,1,0,1
PA2241,1,0,0,0,1,0,1
PA2965,1,0,0,0,1,0,1
PA2991,1,0,0,0,1,0,1
PA3743,1,0,0,0,1,0,1
PA4409,1,0,0,0,1,0,1
PA5568,0,0,1,0,1,0,1
PA5554,0,0,1,0,1,0,1
PA5237,0,0,1,0,1,0,1
PA5221,0,0,1,0,1,0,1
PA5051,0,0,1,0,1,0,1
PA5011,0,0,1,0,1,0,1
PA4920,0,0,1,0,1,0,1
PA4670,0,0,1,0,1,0,1
PA4569,0,0,1,0,1,0,1
PA4483,0,0,1,0,1,0,1
PA4450,0,0,1,0,1,0,1
PA0341,0,0,1,0,1,0,1
PA0376,0,0,1,0,1,0,1
PA0577,0,0,1,0,1,0,1
PA0773,0,0,1,0,1,0,1
PA0969,0,0,1,0,1,0,1
PA1528,0,0,1,0,1,0,1
PA1776,0,0,1,0,1,0,1
PA1787,0,0,1,0,1,0,1
PA2743,0,0,1,0,1,0,1
PA2744,0,0,1,0,1,0,1
PA1162,0,0,1,0,1,0,1
PA3011,0,0,1,0,1,0,1
PA3088,0,0,1,0,1,0,1
PA3627,0,0,1,0,1,0,1
PA3655,0,0,1,0,1,0,1
PA3810,0,0,1,0,1,0,1
PA3821,0,0,1,0,1,0,1
PA3977,0,0,1,0,1,0,1
PA3987,0,0,1,0,1,0,1
PA4243,0,0,1,0,1,0,1
PA4246,0,0,1,0,1,0,1
PA4263,0,0,1,0,1,0,1
PA4414,0,0,1,0,1,0,1
PA4418,0,0,1,0,1,0,1
PA4439,0,0,1,0,1,0,1
PA4480,0,0,1,1,0,1,1
PA4262,0,1,1,0,1,0,1
PA4068,0,0,1,0,1,0,1
PA4267,0,0,1,0,1,0,1
PA3745,1,0,0,1,0,1,0
PA4047,1,0,0,1,0,1,0
PA4242,1,0,0,1,0,1,0
PA3621,0,0,0,1,0,1,1
PA3482,0,0,0,1,1,1,1
PA4934,1,1,0,1,0,0,1
PA3736,1,1,0,1,0,0,1
PA3735,1,1,0,1,0,0,1
PA4944,1,1,0,0,0,1,0
PA2970,1,1,0,0,0,1,1
PA3742,1,1,0,0,0,1,1
PA1609,1,0,1,1,0,0,1
PA4988,1,0,1,0,0,0,1
PA4274,1,0,1,0,0,0,1
PA4241,1,0,1,0,0,0,1
PA3168,1,0,1,0,0,0,1
PA1581,1,0,1,0,0,0,1
PA5240,1,0,0,1,0,0,1
PA4386,1,0,0,1,0,0,1
PA4254,1,0,0,1,0,0,1
PA1165,1,0,0,0,1,0,1
PA1477,1,0,0,0,1,0,1
PA2491,1,0,0,0,1,0,1
PA3807,1,0,0,0,1,0,1
PA4247,1,0,0,0,1,0,1
PA4258,1,0,0,0,1,0,1
PA4666,1,0,0,0,1,0,1
PA1049,1,1,0,1,0,0,0
PA0973,1,0,0,0,1,1,1
PA0768,0,0,1,0,1,1,1
PA4266,0,0,1,0,1,1,1
PA0503,1,1,0,0,1,0,1
PA5315,1,1,0,1,0,1,0
PA4605,1,1,0,1,0,1,0
PA3990,1,1,0,1,0,1,0
PA3584,1,1,0,1,0,1,0
PA3049,1,1,0,1,0,1,0
PA2797,1,1,0,1,0,1,0
PA1985,1,1,0,1,0,1,0
PA1369,1,1,0,1,0,1,0
PA0874,1,1,0,1,0,1,0
PA0420,0,1,0,0,1,1,1
PA0504,0,1,0,0,1,1,1
PA5316,1,0,0,0,0,1,1
PA4567,1,0,0,0,0,1,1
PA4482,1,0,0,0,0,1,1
PA4264,1,0,0,0,0,1,1
PA4245,1,0,0,0,0,1,1
PA3820,1,0,0,0,0,1,1
PA1564,1,0,0,0,0,1,1
PA0401,0,1,0,1,1,0,1
PA0402,0,1,0,1,1,0,1
PA1013,0,1,0,1,1,0,1
PA1580,0,1,0,1,1,0,1
PA2851,0,1,0,1,1,0,1
PA3527,0,1,0,1,1,0,1
PA3050,0,1,0,1,1,0,1
PA3763,0,1,0,1,1,0,1
PA4462,0,1,0,1,1,0,1
PA4663,0,1,0,1,1,0,1
PA4696,0,1,0,1,1,0,1
PA4756,0,1,0,1,1,0,1
PA4758,0,1,0,1,1,0,1
PA4854,0,1,0,1,1,0,1
PA5038,0,1,0,1,1,0,1
PA5425,0,1,0,1,1,0,1
PA5557,0,0,1,1,1,0,1
PA5552,0,0,1,1,1,0,1
PA5009,0,0,1,1,1,0,1
PA4432,0,0,1,1,1,0,1
PA3802,0,0,1,1,1,0,1
PA0381,0,1,0,1,0,1,1
PA0662,0,1,0,1,0,1,1
PA0763,0,1,0,1,0,1,1
PA0977,0,1,0,1,0,1,1
PA1004,0,1,0,1,0,1,1
PA5331,0,1,0,1,0,1,1
PA5323,0,1,0,1,0,1,1
PA5288,0,1,0,1,0,1,1
PA4939,0,1,0,1,0,1,1
PA4448,0,1,0,1,0,1,1
PA4042,0,1,0,1,0,1,1
PA3976,0,1,0,1,0,1,1
PA3537,0,1,0,1,0,1,1
PA3451,0,1,0,1,0,1,1
PA3166,0,1,0,1,0,1,1
PA0650,0,1,0,1,0,1,1
PA5559,1,1,0,0,0,0,1
PA4250,1,1,0,0,0,0,1
PA2606,1,1,0,0,0,0,1
PA4056,1,1,0,0,0,0,1
PA0125,1,0,0,1,0,1,1
PA0826.1,1,0,0,1,0,1,1
PA1718,1,0,0,1,0,1,1
PA3822,1,0,0,1,0,1,1
PA0002,1,0,1,0,0,0,1
PA0004,1,0,1,0,0,0,1
PA0006,1,0,1,0,0,0,1
PA0123,1,0,1,0,0,0,1
PA0548,1,0,1,0,0,0,1
PA0594,1,0,1,0,0,0,1
PA0903,1,0,1,0,0,0,1
PA0904,1,0,1,0,0,0,1
PA0963,1,0,1,0,0,0,1
PA1532,1,0,1,0,0,0,1
PA2156,1,0,1,0,0,0,1
PA2739,1,0,1,0,0,0,1
PA2951,1,0,1,0,0,0,1
PA2953,1,0,1,0,0,0,1
PA3158,1,0,1,0,0,0,1
PA3397,1,0,1,0,0,0,1
PA3636,1,0,1,0,0,0,1
PA3701,1,0,1,0,0,0,1
PA3721,1,0,1,0,0,0,1
PA3769,1,0,1,0,0,0,1
PA3814,1,0,1,0,0,0,1
PA4002,1,0,1,0,0,0,1
PA4003,1,0,1,0,0,0,1
PA4238,1,0,1,0,0,0,1
PA3828,1,0,1,0,0,0,1
PA5560,1,0,1,0,0,0,1
PA5558,1,0,1,0,0,0,1
PA5555,1,0,1,0,0,0,1
PA5278,1,0,1,0,0,0,1
PA5239,1,0,1,0,0,0,1
PA4938,1,0,1,0,0,0,1
PA4931,1,0,1,0,0,0,1
PA4761,1,0,1,0,0,0,1
PA4749,1,0,1,0,0,0,1
PA4728,1,0,1,0,0,0,1
PA4685,1,0,1,0,0,0,1
PA4406,1,0,1,0,0,0,1
PA4276,1,0,1,0,0,0,1
PA4269,1,0,1,0,0,0,1
PA4260,1,0,1,0,0,0,1
PA4253,1,1,0,0,1,0,1
PA3988,1,1,0,0,1,0,1
PA3809,1,1,0,0,1,0,1
PA3647,1,1,0,0,1,0,1
PA4559,1,1,1,0,0,0,1
PA4561,0,1,1,1,0,1,1
PA4747,1,1,0,0,1,1,1
PA5223,0,1,1,0,1,1,1
PA3481,0,1,1,0,1,1,1
PA3155,1,0,1,0,1,1,1
PA3156,1,0,1,0,1,1,1
PA4740,1,0,1,0,1,1,1
PA4420,1,0,1,0,1,1,1
PA5336,1,1,1,0,1,0,1
PA4764,1,1,1,0,1,0,1
PA4748,1,1,1,0,1,0,1
PA4459,1,1,1,0,1,0,1
PA4407,1,1,1,0,1,0,1
PA4385,1,1,1,0,1,0,1
PA4272,1,1,1,0,1,0,1
PA4239,1,1,1,0,1,0,1
PA2980,1,1,0,0,0,1,1
PA2608,1,0,0,0,1,1,1
PA1589,0,0,1,1,1,1,1
PA5161,0,0,1,1,1,1,1
PA5162,0,0,1,1,1,1,1
PA5164,0,0,1,1,1,1,1
PA0905,1,1,0,1,0,1,1
PA1054,1,1,0,1,0,1,1
PA1058,1,1,0,1,0,1,1
PA5067,1,1,0,1,0,1,1
PA4817,1,1,0,1,0,1,1
PA4451,1,1,0,1,0,1,1
PA2193,1,1,0,1,0,1,1
PA0661,1,0,0,1,0,1,1
PA2607,1,0,0,1,0,1,1
PA5050,1,0,0,1,0,1,1
PA0612,1,1,0,1,0,1,0
PA1699,1,1,0,1,0,1,0
PA5276,1,1,0,1,0,1,0
PA0001,1,0,1,0,1,0,1
PA0008,1,0,1,0,1,0,1
PA0009,1,0,1,0,1,0,1
PA0024,1,0,1,0,1,0,1
PA0330,1,0,1,0,1,0,1
PA0342,1,0,1,0,1,0,1
PA0350,1,0,1,0,1,0,1
PA0363,1,0,1,0,1,0,1
PA0404,1,0,1,0,1,0,1
PA0555,1,0,1,0,1,0,1
PA0576,1,0,1,0,1,0,1
PA0580,1,0,1,0,1,0,1
PA0655,1,0,1,0,1,0,1
PA0759,1,0,1,0,1,0,1
PA0771,1,0,1,0,1,0,1
PA0947,1,0,1,0,1,0,1
PA0956,1,0,1,0,1,0,1
PA0970,1,0,1,0,1,0,1
PA0972,1,0,1,0,1,0,1
PA1010,1,0,1,0,1,0,1
PA1155,1,0,1,0,1,0,1
PA1156,1,0,1,0,1,0,1
PA1529,1,0,1,0,1,0,1
PA1582,1,0,1,0,1,0,1
PA1583,1,0,1,0,1,0,1
PA1584,1,0,1,0,1,0,1
PA1585,1,0,1,0,1,0,1
PA1586,1,0,1,0,1,0,1
PA1792,1,0,1,0,1,0,1
PA1794,1,0,1,0,1,0,1
PA1795,1,0,1,0,1,0,1
PA1815,1,0,1,0,1,0,1
PA2605,1,0,1,0,1,0,1
PA2612,1,0,1,0,1,0,1
PA2614,1,0,1,0,1,0,1
PA2626,1,0,1,0,1,0,1
PA2629,1,0,1,0,1,0,1
PA2740,1,0,1,0,1,0,1
PA2741,1,0,1,0,1,0,1
PA2952,1,0,1,0,1,0,1
PA2962,1,0,1,0,1,0,1
PA2967,1,0,1,0,1,0,1
PA2977,1,0,1,0,1,0,1
PA2979,1,0,1,0,1,0,1
PA2981,1,0,1,0,1,0,1
PA3112,1,0,1,0,1,0,1
PA3117,1,0,1,0,1,0,1
PA3134,1,0,1,0,1,0,1
PA3638,1,0,1,0,1,0,1
PA3639,1,0,1,0,1,0,1
PA3640,1,0,1,0,1,0,1
PA3643,1,0,1,0,1,0,1
PA3644,1,0,1,0,1,0,1
PA3648,1,0,1,0,1,0,1
PA3650,1,0,1,0,1,0,1
PA3651,1,0,1,0,1,0,1
PA3652,1,0,1,0,1,0,1
PA3653,1,0,1,0,1,0,1
PA3654,1,0,1,0,1,0,1
PA3666,1,0,1,0,1,0,1
PA3685,1,0,1,0,1,0,1
PA3770,1,0,1,0,1,0,1
PA3799,1,0,1,0,1,0,1
PA3811,1,0,1,0,1,0,1
PA3813,1,0,1,0,1,0,1
PA3827,1,0,1,0,1,0,1
PA3834,1,0,1,0,1,0,1
PA3982,1,0,1,0,1,0,1
PA3984,1,0,1,0,1,0,1
PA3989,1,0,1,0,1,0,1
PA3997,1,0,1,0,1,0,1
PA4044,1,0,1,0,1,0,1
PA4051,1,0,1,0,1,0,1
PA4237,1,0,1,0,1,0,1
PA4240,1,0,1,0,1,0,1
PA4244,1,0,1,0,1,0,1
PA4248,1,0,1,0,1,0,1
PA4256,1,0,1,0,1,0,1
PA4257,1,0,1,0,1,0,1
PA4270,1,0,1,0,1,0,1
PA4271,1,0,1,0,1,0,1
PA4273,1,0,1,0,1,0,1
PA4366,1,0,1,0,1,0,1
PA4403,1,0,1,0,1,0,1
PA4408,1,0,1,0,1,0,1
PA4411,1,0,1,0,1,0,1
PA4412,1,0,1,0,1,0,1
PA4413,1,0,1,0,1,0,1
PA4415,1,0,1,0,1,0,1
PA4416,1,0,1,0,1,0,1
PA4433,1,0,1,0,1,0,1
PA4425,1,0,1,0,1,0,1
PA4481,1,0,1,0,1,0,1
PA4560,1,0,1,0,1,0,1
PA4562,1,0,1,0,1,0,1
PA4602,1,0,1,0,1,0,1
PA4636,1,0,1,0,1,0,1
PA4655,1,0,1,0,1,0,1
PA4665,1,0,1,0,1,0,1
PA4668,1,0,1,0,1,0,1
PA4669,1,0,1,0,1,0,1
PA4679,1,0,1,0,1,0,1
PA4750,1,0,1,0,1,0,1
PA4759,1,0,1,0,1,0,1
PA4744,1,0,1,0,1,0,1
PA4847,1,0,1,0,1,0,1
PA4848,1,0,1,0,1,0,1
PA4935,1,0,1,0,1,0,1
PA4957,1,0,1,0,1,0,1
PA4964,1,0,1,0,1,0,1
PA4967,1,0,1,0,1,0,1
PA4991,1,0,1,0,1,0,1
PA4992,1,0,1,0,1,0,1
PA4996,1,0,1,0,1,0,1
PA4997,1,0,1,0,1,0,1
PA4998,1,0,1,0,1,0,1
PA5006,1,0,1,0,1,0,1
PA5010,1,0,1,0,1,0,1
PA5034,1,0,1,0,1,0,1
PA5065,1,0,1,0,1,0,1
PA5110,1,0,1,0,1,0,1
PA5119,1,0,1,0,1,0,1
PA5260,1,0,1,0,1,0,1
PA5556,1,0,1,0,1,0,1
PA3171,1,0,1,0,1,0,1
PA5561,0,1,0,1,1,1,1
PA4961,0,1,0,1,1,1,1
PA4760,0,1,0,1,1,1,1
PA4729,0,1,0,1,1,1,1
PA5531,1,0,0,1,1,1,1
PA5000,1,0,0,1,1,1,1
PA3152,1,0,0,1,1,1,1
PA3146,1,0,0,1,1,1,1
PA0025,1,1,0,1,1,0,1
PA0432,1,1,0,1,1,0,1
PA2876,1,1,0,1,1,0,1
PA4846,1,1,0,1,1,0,1
PA5358,1,0,1,1,1,0,1
PA5243,1,0,1,1,1,0,1
PA5008,1,0,1,1,1,0,1
PA4275,1,0,1,1,1,0,1
PA3646,1,0,1,1,1,0,1
PA1681,1,0,1,1,1,0,1
PA1587,1,0,1,1,1,0,1
PA0593,1,0,1,1,1,0,1
PA0551,1,0,1,1,1,0,1
PA5553,1,1,0,1,1,1,1
PA5052,1,1,0,1,1,1,1
PA0770,1,1,0,1,1,1,1
PA1055,1,1,0,1,1,1,1
PA1766,1,1,0,1,1,1,1
PA4566,1,1,0,1,1,1,1
PA3244,1,1,0,1,1,1,1
PA4762,1,1,0,1,0,1,1
PA4741,1,1,0,1,0,1,1
PA1478,1,1,0,1,0,1,1
PA3998,1,1,0,1,0,1,1
PA3245,1,1,0,1,0,1,1
PA5549,1,1,1,0,1,0,1
PA5320,1,1,1,0,1,0,1
PA0022,1,1,1,0,1,0,1
PA4672,1,1,1,0,1,0,1
PA4557,1,1,1,0,1,0,1
PA4460,1,1,1,0,1,0,1
PA4417,1,1,1,0,1,0,1
PA2987,1,1,1,0,1,0,1
PA2988,1,1,1,0,1,0,1
PA3803,1,1,1,0,1,0,1
PA3700,1,1,1,0,1,0,1
PA5296,0,1,1,1,1,1,1
PA4767,0,1,1,1,1,1,1
PA1059,1,1,1,1,0,1,1
PA3167,1,1,1,1,1,0,1
PA5259,1,0,1,0,1,1,1
PA5063,1,0,1,0,1,1,1
PA2584,1,0,1,0,1,1,1
PA4484,1,0,1,0,1,1,1
PA4405,1,0,1,0,1,1,1
PA2986,1,0,1,0,1,1,1
PA4279,1,0,1,0,1,1,1
PA3637,1,0,1,0,1,1,1
PA5492,1,0,1,1,1,0,1
PA0607,1,0,1,1,1,0,1
PA0971,1,0,1,1,1,0,1
PA4746,1,0,1,1,1,0,1
PA1610,1,0,1,1,1,0,1
PA1796,1,0,1,1,1,0,1
PA1816,1,0,1,1,1,0,1
PA4251,1,0,1,1,1,0,1
PA4052,1,0,1,1,1,0,1
PA3744,1,0,1,1,1,0,1
PA3645,1,0,1,1,1,0,1
PA0665,1,0,1,1,0,1,1
PA4999,1,0,1,1,1,1,1
PA4751,1,0,1,1,1,1,1
PA4745,1,0,1,1,1,1,1
PA1375,1,0,1,1,1,1,1
PA1588,1,0,1,1,1,1,1
PA4457,1,0,1,1,1,1,1
PA4429,1,0,1,1,1,1,1
PA4333,1,0,1,1,1,1,1
PA2615,1,0,1,1,1,1,1
PA3141,1,0,1,1,1,1,1
PA3145,1,0,1,1,1,1,1
PA3147,1,0,1,1,1,1,1
PA3148,1,0,1,1,1,1,1
PA3149,1,0,1,1,1,1,1
PA3150,1,0,1,1,1,1,1
PA3151,1,0,1,1,1,1,1
PA3159,1,0,1,1,1,1,1
PA3162,1,0,1,1,1,1,1
PA4055,1,0,0,1,1,1,1
PA0018,1,1,1,0,1,1,1
PA0019,1,1,1,0,1,1,1
PA4765,1,1,1,0,1,1,1
PA4529,1,1,1,0,1,1,1
PA0582,1,0,1,1,1,1,1
PA5321,1,0,1,1,1,1,1
PA5163,1,0,1,1,1,1,1
PA2950,1,0,1,1,1,1,1
PA0611,1,1,1,1,1,1,1
PA1056,1,1,1,1,1,1,1
PA2024,1,1,1,1,1,1,1
PA2798,1,1,1,1,1,1,1
PA5569,1,1,1,1,1,1,1
PA5174,1,1,1,1,1,1,1
PA4752,1,1,1,1,1,1,1
PA4664,1,1,1,1,1,1,1
PA3153,1,1,1,1,1,1,1
PA3154,1,1,1,1,1,1,1
PA3703,1,1,1,1,1,1,1
PA4043,1,1,1,1,1,1,1
PA1475,1,1,1,1,0,1,1
PA5039,1,1,0,1,1,1,1
PA3163,1,1,0,1,1,1,1
PA0906,1,1,1,1,1,1,1
PA3767,1,1,1,1,1,1,1
PA4019,1,1,1,1,1,1,1
PA4479,1,1,1,1,1,1,1
PA4969,1,1,1,1,1,1,1
