baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	id	Expected.1	Expected.2	Expected	Essentiality	Uncertainty
314.914853286992	-0.438397119620144	1.22274235693986	-0.358535972138329	0.719942252826911	0.936313569550445	PA0388	7	5	2.66	Unchanged	0.00686405992873051
378.489043715246	0.802686197598364	1.05944903450025	0.757644937566056	0.448663570482606	0.827353451661469	PA0389	9	9	3.75	Unchanged	0
780.685682638451	-0.253251958561715	0.634648422994038	-0.399042917915033	0.689861581131427	0.924811763919844	PA0390	14	12	7	Unchanged	0.00591303318461689
1457.88453941478	-0.366232350854992	0.507089901920231	-0.722223711156849	0.470156947585231	0.841627785632321	PA0391	26	27	12.46	Unchanged	0.00644719199744448
395.542950119273	-1.54980374269589	1.06798670145988	-1.45114516929602	0.146739441069055	0.528063613668118	PA0392	6	6	3.45	Unchanged	0.0367617856831791
560.06693439425	-0.584914772826115	0.759992421905506	-0.769632375227604	0.441517994706714	0.822345723251401	PA0393	12	13	5.21	Unchanged	0.00793466137528798
404.82484629752	0.0735186658426685	0.994641427073281	0.0739147433854592	0.941078224415029	0.991001831840415	PA0394	8	8	3.86	Unchanged	0
794.115340593812	0.632587600642263	0.731859777422312	0.864356288127083	0.387392197678755	0.784789795879588	PA0395	13	15	6.44	Unchanged	0
912.941128871674	-0.717797178476419	0.726666403025897	-0.987794640687191	0.323253232809065	0.738807408590225	PA0396	12	12	7.22	Unchanged	0.00923655868712137
596.578585936244	0.0678084947799112	0.740041185681587	0.0916280013759758	0.926993603148439	0.989715078405408	PA0397	10	12	5.53	Unchanged	0
355.52084513122	-0.00550628495910593	1.04304678350622	-0.00527903929735199	0.995787955612502	0.998803130233533	PA0398	4	4	2.85	Unchanged	0.00514076548337572
1113.0198606002	-0.184820299929192	0.682112788661613	-0.270952697268485	0.786427413838962	0.954121191390008	PA0399	19	16	8.47	Unchanged	0.00565009492497814
789.240556164691	0.496256488948988	0.656215052810093	0.756240636090077	0.449504933072993	0.82778477920677	PA0400	28	24	6.9	Unchanged	0
931.202822693477	0.302265008010568	0.690783964573337	0.437568072671262	0.661699419730281	0.917356460611649	PA0401	33	29	7.79	Unchanged	0
830.481230889823	0.514137246278565	0.836867492168187	0.614359203924291	0.538977987940515	0.868760756827996	PA0402	16	15	6.38	Unchanged	0
357.423918659072	-0.0969500824444526	0.99703129914646	-0.0972387552200716	0.92253679164213	0.989184868295083	PA0403	9	11	3.13	Unchanged	0.00537041360101909
274.560794484162	-7.62574186957027	1.48425248975946	-5.13776592741719	2.78023879268208e-07	4.85365198634687e-06	PA0404	0	0	2.62	Reduced	5.37347943918576e-14
391.881163328791	-0.892773605099247	0.913929711364765	-0.976851495249097	0.3286426779668	0.743084193738005	PA0405	8	7	3.72	Unchanged	0.0116201438455823
627.736733127783	0.937662892634878	0.82168613558275	1.14114483867964	0.25380965470623	0.673399698455928	PA0406	20	15	5.28	Unchanged	0
644.095249738608	-1.06115870461226	0.657998472039378	-1.6127069434118	0.106808191334357	0.453019663016782	PA0407	9	11	5.85	Unchanged	0.0149544567559461
333.221680145066	0.740519534015889	1.13914635226405	0.650065316492572	0.515650031663905	0.861990586942816	PA0408	8	8	2.63	Unchanged	0
246.601580310246	-1.05507278364157	1.23738900430809	-0.852660545687917	0.393847576306598	0.788948390962674	PA0409	4	6	2.3	Unchanged	0.0148108734076284
393.1696225831	0.631985119211666	0.993983949152127	0.635810185617939	0.52490014780976	0.863458949527406	PA0410	12	7	3.26	Unchanged	0
1477.48890593536	0.893942066916684	0.450617397286165	1.98381614269763	0.0472763398921071	0.268760611099555	PA0411	25	25	12.77	Unchanged	0
578.256777546995	0.15521698371881	0.710916487303088	0.2183336390293	0.827169166464682	0.965724337115684	PA0412	18	14	5.15	Unchanged	0
5293.22839235593	-0.0320031345686472	0.279940183045012	-0.114321331866463	0.908983072972678	0.983791775447248	PA0413	114	95	45.69	Unchanged	0.00520129098841215
796.234562315771	-1.3400481301928	0.698854808338113	-1.91749146490021	0.0551755242654067	0.301247543758873	PA0414	7	8	6.52	Unchanged	0.0242606718109007
337.34807235915	-0.449117583283473	1.10447200016877	-0.406635553653553	0.684275680346656	0.92381363972134	PA0415	4	2	3.38	Unchanged	0.00693165829857312
655.573380678407	-1.02007927161938	0.932628471052183	-1.09376810089074	0.274056697799179	0.695763539153974	PA0416	15	10	4.65	Unchanged	0.0140223923017457
460.006611562027	-0.1342957791026	0.905828238311539	-0.148257443765418	0.882139599089848	0.981503142519395	PA0417	5	6	4.01	Unchanged	0.00548178887178719
978.501153553229	0.00286211136699683	0.587484013587055	0.00487181148899929	0.996112872206328	0.998803130233533	PA0418	24	24	8.99	Unchanged	0
618.485995285959	-1.4833984078126	1.00117896533887	-1.48165159194143	0.138433023771451	0.510890330936522	PA0419	9	7	4.8	Unchanged	0.0320825969823797
938.597867659582	-1.01241343841101	0.6408890456262	-1.5797015806719	0.114175223479594	0.470400075521314	PA0420	19	18	9.09	Unchanged	0.0138577734495856
1084.27265563628	1.44062918646544	0.606019943535428	2.37719765138591	0.0174447377747371	0.126661987832479	PA0421	39	39	9.12	Unchanged	0
385.753276689908	-0.0990101858454883	0.963432586058117	-0.102768151376931	0.918146982913505	0.987753330803044	PA0422	6	6	3.42	Unchanged	0.00537628044335547
349.737117538269	0.427436224989033	1.12133737928027	0.381184318731427	0.703066484166406	0.929905323069022	PA0423	11	9	3.25	Unchanged	0
305.214975083483	1.1432210795687	1.1013402056928	1.03802719056239	0.299257396414867	0.720140116119364	PA0424	10	10	2.81	Unchanged	0
909.976681104899	0.225155263637753	0.656329966343242	0.343051932996768	0.731559391143888	0.940511850062262	PA0425	19	16	7.25	Unchanged	0
2176.96795311987	0.798352363374644	0.396763783099069	2.01216037698507	0.0442030337972243	0.258850363003935	PA0426	50	45	19.11	Unchanged	0
1187.12342442773	-0.343396434583832	0.553320015004938	-0.620610903765639	0.534855663679512	0.867790554439916	PA0427	18	14	9.81	Unchanged	0.00632823380058245
1407.81402157301	-1.02378406966972	0.557022985159487	-1.83795659595015	0.0660688013513708	0.339424640540785	PA0428	23	20	11.95	Unchanged	0.0141029682543689
763.707120250248	1.27218455595118	0.633611265415994	2.00783133979781	0.0446612173085053	0.260438030566561	PA0429	21	17	6.36	Unchanged	0
751.272671319004	-0.83474018734083	0.884153228020277	-0.944112582396958	0.345112120213284	0.75850819712113	PA0430	8	8	5.66	Unchanged	0.0107284446397679
396.871753901939	-0.646421521955199	1.07080150085763	-0.603680067162273	0.546056368892832	0.87234306321405	PA0431	6	5	3.32	Unchanged	0.00849220124538064
1045.46362727925	-3.18106756164093	0.550235271537824	-5.78128616282691	7.4131666716926e-09	1.43346962481445e-07	PA0432	7	8	9.33	Reduced	0.148057577184835
330.423277333172	0.12554567765179	1.19839460117954	0.104761551435745	0.916565019623253	0.987110925214058	PA0433	6	4	2.4	Unchanged	0
1662.81501052064	0.119603734700224	0.45625683553743	0.262141244545611	0.7932125497175	0.956354338466499	PA0434	51	44	13.73	Unchanged	0
1023.42516603986	0.0822518966274976	0.50062101631538	0.164299727632051	0.86949519609834	0.978819233287176	PA0435	20	19	9.54	Unchanged	0
429.376915601508	-0.155105949918033	0.784367056704983	-0.197746639908121	0.843243296805358	0.970623561862012	PA0436	5	5	3.99	Unchanged	0.00554858592802954
939.259720797962	-0.586938001589109	0.653963499714353	-0.897508808741587	0.369447475129046	0.776981283787748	PA0437	13	11	8.11	Unchanged	0.00795187808086706
900.421581294605	-4.40825899534922	0.665477602311133	-6.6242033992426	3.49125761888379e-11	8.23848037269654e-10	PA0438	2	2	8.01	Reduced	0.000558619379820713
931.693567079136	-0.0804579836714765	0.591465544330404	-0.136031565055176	0.891796327587759	0.982985770408785	PA0439	20	16	8.1	Unchanged	0.00532458394426538
1068.54890903393	-1.45251567031499	0.679033475442444	-2.13909287663404	0.0324281472085717	0.207339095068353	PA0440	14	10	8.19	Unchanged	0.0301569498815509
1072.65752652016	-0.0192153586377817	0.555500003814702	-0.0345911044209306	0.972405794900208	0.995704676624548	PA0441	27	22	9.28	Unchanged	0.00517148691206881
97.3201484915211	-5.64336743491253	2.11267926258806	-2.67118986532737	0.00755828811834697	0.0632964007986079	PA0442	0	0	0.81	Reduced	3.14986043248311e-07
1073.91781417205	-0.581142392540502	0.537135111669222	-1.08192962983656	0.27928379778691	0.701427435617702	PA0443	17	13	9.41	Unchanged	0.00790275500230964
909.436368656565	0.0957541060706183	0.595789774786804	0.160717941332382	0.872315557994362	0.978969910864452	PA0444	20	19	8.17	Unchanged	0
769.207635918027	-0.225839002111533	0.693449260811814	-0.325674876121644	0.744670354726179	0.94337997757854	PA0445	55	44	6.46	Unchanged	0.00580263626905042
868.94219566355	-0.739166937457529	0.602170646727331	-1.22750409950193	0.219633181950507	0.629833774604724	PA0446	15	16	8.14	Unchanged	0.00948216837162352
898.308812006023	-0.523686356444249	0.583000786906572	-0.898260119378144	0.369046888684729	0.776981283787748	PA0447	11	11	7.23	Unchanged	0.00744680206302628
647.866746646566	0.256243825934316	0.740060274974535	0.34624723769038	0.72915691711161	0.940511850062262	PA0448	15	14	5.53	Unchanged	0
414.580348548245	0.553776768514685	1.0338386563762	0.535651056477012	0.592199735437856	0.889396016796751	PA0449	4	6	3.47	Unchanged	0
1284.6449836197	0.280647909888956	0.549480304640511	0.510751536531533	0.609525048446932	0.898001321375917	PA0450	30	29	10.45	Unchanged	0
965.45117598853	-0.832207831607382	0.579724953628935	-1.43552183910312	0.151138449609702	0.53546128847875	PA0451	18	14	8.21	Unchanged	0.0106920240489971
580.667635520317	0.715757178579269	0.892279877573378	0.802166670535958	0.422456553172213	0.810144815639137	PA0452	16	12	4.59	Unchanged	0
572.444728624081	0.0403994367204365	0.946587374372898	0.0426790360976456	0.965957391110713	0.994852517795227	PA0451a	9	9	4.5	Unchanged	0
1629.72249089932	-0.192757230978813	0.466627078402379	-0.413086252171151	0.679543421494156	0.923707359003792	PA0454	33	30	13.58	Unchanged	0.00567846552715323
1051.5592357766	-1.11038249667131	0.592226140518366	-1.87492989704812	0.0608023684063448	0.321466373106631	PA0455	17	14	8.88	Unchanged	0.0161915597559699
168.521691772237	-2.43689119000045	1.63396247832173	-1.4913997244927	0.135856580413459	0.506834439529003	PA0456	1	1	1.42	Unchanged	0.287351850218015
410.346129258635	0.941792204166205	1.06040417542391	0.888144564113693	0.374462993768677	0.778382175801832	PA0457	15	12	3.24	Unchanged	0
310.641960757495	0.806356910362787	1.26038843828366	0.639768571235743	0.52232306804356	0.862471661798098	PA0457.1	12	9	2.34	Unchanged	0
988.230723706497	0.133090471178523	0.589651079404417	0.225710552947605	0.821426549813536	0.963769544660247	PA0458	27	22	8.93	Unchanged	0
1656.18149696353	0.309045516910915	0.434043681948563	0.712014780455988	0.476455623428826	0.842951763830681	PA0459	37	35	15.55	Unchanged	0
409.257503916171	0.415531272193026	0.898063716271226	0.462696871796935	0.643581660856061	0.909121655437674	PA0460	12	8	3.62	Unchanged	0
693.275585324037	1.10572948662797	0.764090414329501	1.44711864707564	0.147863696275329	0.530233692567487	PA0461	24	23	5.45	Unchanged	0
343.094534631958	-0.150824446438777	1.04750043744642	-0.143985091601923	0.88551224213765	0.981789744144238	PA0462	7	7	3.23	Unchanged	0.00553455890227683
464.845411225429	0.519194754486854	1.03193492254669	0.503127419319762	0.614874690062673	0.898721101898449	PA0463	11	10	4.11	Unchanged	0
893.697078826304	-0.233911839936728	0.546865380985083	-0.42773203071545	0.66884622704124	0.920173785025717	PA0464	15	14	8.85	Unchanged	0.00583442481366181
1054.92565075966	0.240317937721923	0.541111910169694	0.444118736263925	0.656956740997348	0.914876741839017	PA0465	31	25	9.14	Unchanged	0
289.07640093549	0.576004110151456	1.43566401200116	0.401210941652406	0.688264825667459	0.924811763919844	PA0466	8	7	2.13	Unchanged	0
433.274338364529	0.484107568662114	1.01370449852691	0.477562809838181	0.632961406148639	0.907338399197375	PA0467	14	13	3.92	Unchanged	0
654.94238386558	-0.299960133626832	0.731200886717266	-0.410229444569613	0.681637643341266	0.92381363972134	PA0468	15	15	5.71	Unchanged	0.00611775324752617
535.039582087439	-1.33395170798974	0.728508999483454	-1.83107100795676	0.0670899451865686	0.342146432915751	PA0469	6	5	5.37	Unchanged	0.0239848604651648
1793.28577331888	-0.303084545303158	0.401546882748079	-0.754792424807108	0.450373539806243	0.828312497748008	PA0470	26	18	15.3	Unchanged	0.00613222797778423
712.081199013925	-0.453029999474779	0.711939541099398	-0.636332122774353	0.524559971998937	0.8634239860088	PA0471	16	11	6.1	Unchanged	0.00695671420525057
368.87303910533	0.054067334379519	0.96898667879226	0.0557978097768157	0.955502879772476	0.994157790613277	PA0472	10	10	3.32	Unchanged	0
509.492690825213	0.0325210840220373	0.875725085268578	0.0371361795717698	0.970376424787119	0.995442604915482	PA0473	9	11	4.35	Unchanged	0
283.136382159625	-0.991195123253673	1.3188326593265	-0.751570046619756	0.452309662046854	0.829797386828719	PA0474	3	4	2.32	Unchanged	0.0134165420266202
382.497312206919	-0.719274574300133	1.0894026108382	-0.660246787683676	0.509095471771444	0.858395801141656	PA0475	9	6	3.31	Unchanged	0.00925318317058221
1351.05912238507	0.356608957799938	0.539234272054967	0.661324727081862	0.508404087177735	0.858359321943943	PA0476	32	27	11.15	Unchanged	0
779.814143275578	-0.398966750985295	0.755196650364424	-0.52829518085491	0.597294475920017	0.889396016796751	PA0477	14	14	5.94	Unchanged	0.00662830885547228
322.886322303183	-0.394932983339527	1.02620605496493	-0.384847644806601	0.700350297196437	0.92905114065675	PA0478	6	5	2.98	Unchanged	0.00660529431840717
611.10279801021	-0.150316192045483	0.741323526728226	-0.202767329817377	0.839316894488678	0.968736950343512	PA0479	21	17	5.75	Unchanged	0.00553290361485648
517.291393785475	0.319382923377254	0.673929627403153	0.473911385388901	0.635563099900794	0.907338399197375	PA0480	13	12	5.16	Unchanged	0
413.961738712758	1.52227616646603	1.07359097105302	1.41792936743211	0.156211387382146	0.541008219111426	PA0481	12	12	3.12	Unchanged	0
1714.13058853856	0.231500441402738	0.484680960074138	0.477634692659121	0.632910233986813	0.907338399197375	PA0482	48	46	13.84	Unchanged	0
304.632415189031	-1.68865205158349	1.10956820178867	-1.52190018501009	0.128034092824166	0.495349722620326	PA0483	5	4	2.76	Unchanged	0.0494976156654663
366.92745790606	0.508709419668594	0.982263076094503	0.517895289000614	0.604531329105173	0.894905627800827	PA0484	7	7	3.05	Unchanged	0
710.369645855188	0.402883726839024	0.734914944522441	0.548204564136091	0.583551448538686	0.885021941950227	PA0485	20	19	5.77	Unchanged	0
708.52260320099	-0.980135486420402	0.686383299004298	-1.42797105908934	0.153300188771528	0.538409573503382	PA0486	8	8	6.02	Unchanged	0.013194687274803
647.969477453452	0.337815563703982	1.00450758258172	0.336299665190929	0.736644902378771	0.940511850062262	PA0487	16	13	4.78	Unchanged	0
248.961515633895	-0.0143935411857477	1.25012913089341	-0.0115136435349373	0.990813644548652	0.998421035363807	PA0488	8	8	2.12	Unchanged	0.00516053734856192
510.28273560124	-0.761073352224117	0.831094805006519	-0.915747935902628	0.359799116531153	0.773035219342101	PA0489	14	11	4.55	Unchanged	0.00974578693852035
271.880038933968	0.329195520069889	1.47207527674308	0.223626824844328	0.823047689014194	0.963769544660247	PA0490	8	8	1.78	Unchanged	0
627.85150898388	0.715857032066148	0.706174462733811	1.01371129918073	0.310720530877485	0.729512072705191	PA0491	22	25	5.33	Unchanged	0
582.80272136058	-0.527218758793071	0.913611526777447	-0.577071045341025	0.563891463157396	0.878544870468037	PA0492	8	9	4.77	Unchanged	0.007473273028757
230.208823674642	-0.137543742559086	1.55788146740921	-0.0882889651340575	0.929647009253221	0.989715078405408	PA0493	2	2	1.72	Unchanged	0.00549198672806872
1018.98098046255	0.196203309413573	0.596049197656488	0.329173011531588	0.742024920926846	0.942595069489418	PA0494	27	24	8.74	Unchanged	0
728.33052548372	0.492127209736097	0.764166014649848	0.64400562220972	0.519571788237866	0.862471661798098	PA0495	16	16	5.54	Unchanged	0
667.4521017875	0.07152561671919	0.750805507019561	0.0952651732712005	0.924104204511343	0.98959328848979	PA0496	13	14	5.73	Unchanged	0
711.98190440938	1.61358473644381	0.802491232999978	2.01071945722285	0.0443550976555573	0.259468002987183	PA0497	17	19	5.66	Unchanged	0
837.485004799784	1.56921809342075	0.733818896341032	2.13842693509964	0.0324821083198945	0.207418930146398	PA0498	26	23	6.45	Unchanged	0
536.844770536499	2.04001443309665	0.965605033947134	2.1126799896202	0.0346281671319463	0.217657181442222	PA0499	24	24	4.23	Unchanged	0
725.278055965438	0.629796389664348	0.674797303778433	0.933311953290107	0.35065892524471	0.763667223032989	PA0500	23	20	6.4	Unchanged	0
943.569093204577	0.379485630350487	0.66719974045538	0.568773648040509	0.569509760196543	0.878544870468037	PA0501	24	21	7.52	Unchanged	0
543.456184672545	-1.06138361013784	0.910369815120035	-1.16588181254438	0.243662233331392	0.663547666221282	PA0502	9	10	4.66	Unchanged	0.0149598007937033
583.419790117504	-1.98467201756258	0.914050958192958	-2.17129252999876	0.0299090666259883	0.196405642557966	PA0503	8	6	4.88	Unchanged	0.0979381397484782
474.699878341179	-1.60792492606605	1.03906888854368	-1.54746710617008	0.121750650412243	0.486563580506917	PA0504	7	6	4.14	Unchanged	0.041551479944182
158.691276326775	0.560434760281766	1.69097502036892	0.331426989477051	0.74032198113898	0.941505620681201	PA0505	4	4	1.25	Unchanged	0
1242.9511363812	0.584148219417927	0.484550602562864	1.20554636879673	0.227992448913156	0.642376023530227	PA0506	30	28	11.21	Unchanged	0
1409.79035283888	0.578467265504694	0.580003850997043	0.997350732258575	0.318594296631064	0.735235127226208	PA0507	20	17	11.38	Unchanged	0
1335.7782433408	-0.152331314165755	0.515698481658697	-0.295388331716229	0.767697245795671	0.951406115779563	PA0508	31	28	11.49	Unchanged	0.00553947875353833
1030.1088064126	-0.0707687058086458	0.578157938473611	-0.122403760459437	0.902579260491244	0.983066339855887	PA0509	26	22	9.02	Unchanged	0.00529858954854845
524.509451813557	-0.713889265686441	0.792314981085432	-0.901016997947519	0.367579282092317	0.776981283787748	PA0510	11	8	5.16	Unchanged	0.00919283462768816
814.740094666682	0.641039353120824	0.629068776767654	1.01902904228482	0.308189178974437	0.7268183648703	PA0511	27	22	7.28	Unchanged	0
344.961431282394	-0.0963697478740747	1.07312254549747	-0.0898031154768072	0.928443672403706	0.989715078405408	PA0512	11	9	3.08	Unchanged	0.00536876663807995
311.968055529076	0.38967713543494	1.14661922609024	0.339848771560955	0.733970417109896	0.940511850062262	PA0513	11	10	2.72	Unchanged	0
424.414676376203	-0.923643474775872	1.08354833171064	-0.852424804454893	0.393978357921924	0.788948390962674	PA0514	9	6	3.52	Unchanged	0.0121423574450793
346.892797698951	-1.71361155790683	1.11653383297808	-1.53476008276094	0.124842771240497	0.492735218312068	PA0515	4	5	3	Unchanged	0.0523065687461739
974.833679679187	0.490900329858172	0.704543998483728	0.696763198486758	0.485951000662843	0.847028600606352	PA0516	31	30	7.35	Unchanged	0
276.883806688374	0.276451413291475	1.43616889359982	0.192492271990753	0.847356620780479	0.971712334946531	PA0517	7	5	2.19	Unchanged	0
203.753398930325	0.510335122266875	1.4052257294383	0.363169497665595	0.716478271664972	0.934223248630819	PA0518	3	3	1.92	Unchanged	0
1267.6274717861	-0.0487597459447735	0.553501777281328	-0.0880932057423014	0.929802596418663	0.989715078405408	PA0519	24	19	10.84	Unchanged	0.00524205070583206
547.787466609268	-0.236439955288988	0.776346692759214	-0.304554598472825	0.760705403311526	0.949819928231251	PA0520	8	9	4.74	Unchanged	0.00584450265062852
368.294382570101	1.04243770179164	1.1160832430627	0.934014293531581	0.350296519947248	0.763667223032989	PA0521	13	13	3.17	Unchanged	0
202.424474025662	0.0727647354032904	1.49013828696218	0.048830860893877	0.961054088066033	0.994852517795227	PA0522	6	8	1.59	Unchanged	0
311.021818799987	-0.0146038418167364	1.16721281621115	-0.0125117216105812	0.990017350951134	0.998421035363807	PA0523	5	6	2.79	Unchanged	0.00516101163471583
995.444535567962	0.932867797149655	0.544857826393171	1.71213067328961	0.0868725898232904	0.402155821052289	PA0524	24	24	8.8	Unchanged	0
1218.22934622288	-0.620805301744451	0.538340701184134	-1.15318291999644	0.248835312508217	0.66880494949723	PA0525	21	16	10.67	Unchanged	0.00825120945768176
144.598915750532	0.280242762890169	1.55360071483514	0.180382745845934	0.85685209896683	0.972915389733605	PA0526	3	3	1.34	Unchanged	0
512.249941377273	-0.761952547219111	0.797497007570946	-0.955429976521043	0.339360300778128	0.754860781640118	PA0527	4	5	4.34	Unchanged	0.00975662566610902
706.097335500072	-0.0633982236892018	0.806663929377546	-0.0785931059767633	0.937356271211372	0.990196511500387	PA0528	16	13	5.51	Unchanged	0.00527927068408141
451.373774753012	-0.350207101370896	0.788951599920791	-0.443889208673962	0.6571226869455	0.914879060899872	PA0529	9	7	4.04	Unchanged	0.00636309545546032
794.806246310828	0.618106394138201	0.749442254296321	0.824755197074609	0.409510587454152	0.802340711567971	PA0530	23	18	6.82	Unchanged	0
487.768019548513	-0.602491516682307	0.896070467955964	-0.672370687605248	0.501347738809211	0.855389427601928	PA0531	9	8	4.35	Unchanged	0.00808670335699446
335.451930466205	-0.921458858267325	1.05996545995617	-0.869329136730014	0.384667130494369	0.784118319810813	PA0532	5	5	3.29	Unchanged	0.0121042308579372
1125.84793355559	-0.00948772804213876	0.618506190924765	-0.0153397462812023	0.987761133260978	0.998421035363807	PA0533	16	15	9.7	Unchanged	0.00514955774891479
903.124803428855	-0.400804762423792	0.572652007885755	-0.699909817663214	0.483983625802531	0.84607354261889	PA0534	17	15	8.02	Unchanged	0.00663886186655438
408.574844376158	0.176931817724564	0.925624688887274	0.191148550647736	0.848409210920182	0.971712334946531	PA0535	11	9	3.47	Unchanged	0
761.289385002103	0.332140170819629	0.664280294197567	0.500000035709092	0.617075052308108	0.898721101898449	PA0536	21	17	6.42	Unchanged	0
350.253450264263	1.41169979864152	1.14715031662179	1.23061448720932	0.218467084264614	0.628431400965722	PA0537	18	19	3.55	Unchanged	0
392.400584747964	0.312015353309693	1.20417314507122	0.259111702155788	0.795549056049659	0.9573061134703	PA0538	9	7	2.92	Unchanged	0
614.742717208091	1.35370014044864	0.925063774734745	1.46335871906432	0.143369248150386	0.520484578193936	PA0539	29	26	4.81	Unchanged	0
322.201659353732	1.61093096648443	1.17034347331259	1.37645999077927	0.16867926593034	0.562163274665509	PA0540	11	10	2.77	Unchanged	0
327.68144472001	-0.993872676384594	1.12055296960726	-0.88694841149092	0.375106675751136	0.778804845382509	PA0541	7	7	3	Unchanged	0.0134710782355952
320.563383278877	0.83476485587614	1.28439789793858	0.649926986968689	0.51573938511285	0.861990586942816	PA0542	9	9	2.45	Unchanged	0
728.772795705144	-0.029226788981205	0.742569939478893	-0.0393589713606172	0.968604190655986	0.9954155264372	PA0543	23	15	6.08	Unchanged	0.00519472524451614
463.388509392153	1.31446582054981	0.862560305067335	1.52391179240181	0.127530747268608	0.495349722620326	PA0544	24	24	4.64	Unchanged	0
958.239369972327	0.991891311885114	0.627983305109447	1.5794867535726	0.114224452500189	0.470400075521314	PA0545	37	34	7.85	Unchanged	0
830.483059980966	-2.08639035567824	0.67834704943141	-3.07569754659809	0.0021001075802513	0.020269495865545	PA0546	2	3	7.06	Unchanged	0.125077056684663
692.656326589285	0.533020166188311	0.728397053703065	0.731771447287594	0.464308079291463	0.837351893652106	PA0547	22	27	6.08	Unchanged	0
1407.51095611997	-10.5594044919525	1.0710363807199	-9.85905304622328	6.26373273147302e-23	8.94428912348032e-21	PA0548	0	0	12.52	Reduced	0
717.909760427758	0.356775140669528	0.711820600380889	0.501214969724984	0.616219840034139	0.898721101898449	PA0549	22	21	6.22	Unchanged	0
629.651858208906	0.644516231558276	0.889931276852935	0.724231464071562	0.468923644951231	0.841435012452057	PA0550	15	16	5.02	Unchanged	0
654.917657817332	-9.42315505391411	1.091204618235	-8.63555276109066	5.84437400249971e-18	3.01364063147415e-16	PA0551	0	0	6.33	Reduced	0
808.782483606832	-0.612299746986866	0.751312859637227	-0.814973068985557	0.415087725770855	0.806286552081582	PA0552	18	17	7.17	Unchanged	0.00817401930865902
115.000658045533	0.481247048821157	1.61823103199963	0.297390817074176	0.766168153645956	0.951262591350844	PA0553	5	3	1.1	Unchanged	0
222.806162923067	0.313064670402059	1.49071008576814	0.21001043287417	0.833659530355226	0.967720360054995	PA0554	6	6	1.84	Unchanged	0
795.596173733064	-9.67522540638539	1.10919488507592	-8.72274614367988	2.71534574574782e-18	1.4401676626733e-16	PA0555	0	0	6.63	Reduced	0
393.651286958989	-2.2278230889646	1.13670690192723	-1.9598922863822	0.0500083813965611	0.280069920843519	PA0556	5	4	3.2	Unchanged	0.17604681099058
458.007675014726	1.11649950445714	0.82715094845245	1.34981348512753	0.177075818158947	0.575045141448949	PA0557	12	11	4.22	Unchanged	0
582.720636434741	-0.449202673703007	0.839540832933725	-0.53505756489925	0.59261005223654	0.889396016796751	PA0558	14	12	5.15	Unchanged	0.00693220102374248
847.584342973874	-0.528878770522729	0.58938703419575	-0.897336961686667	0.36953913911783	0.776981283787748	PA0559	14	13	7.45	Unchanged	0.00748578088402074
343.83827848761	-0.0586219547380851	1.01725609995819	-0.0576275283485589	0.954045321653877	0.993553334268332	PA0560	8	6	3.23	Unchanged	0.00526695934673249
906.608151717581	1.90404335429687	0.671641396543195	2.83491065931403	0.00458385025776837	0.04110702429229	PA0561	29	26	7.12	Unchanged	0
499.589078090999	0.330025950767984	0.77524722333446	0.425704137769744	0.670323446596135	0.921374191821527	PA0562	14	11	4.34	Unchanged	0
231.598709524057	1.97378087223489	1.21605324014756	1.62310399501537	0.104567175757004	0.447407055373699	PA0563	11	10	2.25	Unchanged	0
658.109219786858	-0.386657054877454	0.727473022693645	-0.531507070112048	0.595067443258198	0.889396016796751	PA0564	15	15	5.78	Unchanged	0.00655869651899454
223.601183065368	-0.224739410245697	1.29787105443532	-0.173160045042747	0.862525628597813	0.976500350815454	PA0565	5	3	1.92	Unchanged	0.00579835232340253
415.33581441067	-0.269833820953527	1.16305421777439	-0.232004507468173	0.816534512861114	0.963769544660247	PA0566	11	8	3.21	Unchanged	0.00598325364017682
95.3290604638754	-0.488291864073505	1.75488722082937	-0.278246862976606	0.780822863162316	0.954015472784322	PA0567	3	1	1.04	Unchanged	0.00719216143836487
334.921252786339	0.544580316635791	1.00057632884869	0.544266640069738	0.586257999794858	0.886923498013682	PA0568	8	9	2.95	Unchanged	0
366.435515530455	-0.389739421525567	1.17912226988837	-0.330533509101192	0.740996877423269	0.941933716131062	PA0569	4	4	2.92	Unchanged	0.00657595494773178
215.515604854751	0.171479657235352	1.19860010773224	0.143066612566716	0.886237572959793	0.981789744144238	PA0570	5	5	2.2	Unchanged	0
527.282891305111	1.38233422480752	1.07057397795499	1.29120850429043	0.196631386981476	0.602564051714474	PA0571	17	14	3.69	Unchanged	0
2154.00687444181	0.597506541738803	0.423651364643656	1.41037322573334	0.158429506923952	0.544465343656996	PA0572	50	46	17.16	Unchanged	0
261.755808716791	-0.0389664343635179	1.23888988597091	-0.0314527019751882	0.974908511819703	0.996224663435241	PA0573	3	3	2.04	Unchanged	0.00521799206676621
766.999506035435	1.20157785157596	0.689483786285729	1.74272096817374	0.0813823671569475	0.388029454363905	PA0574	23	22	6.74	Unchanged	0
2769.59392212797	0.182651817685566	0.367889651372059	0.496485337394945	0.61955202980718	0.899683247456632	PA0575	54	42	23.25	Unchanged	0
1319.95882771481	-9.71846708032595	0.929748760010444	-10.4527884287974	1.42279371512472e-25	2.93464377760355e-23	PA0576	0	1	11.52	Reduced	0
