baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	id	Expected.1	Expected.2	Expected	Essentiality	Uncertainty
338.596035072513	-3.2557968736965	1.10654400826153	-2.94231124057292	0.00325772323128048	0.0302875804257111	PA0127	3	2	3.15	Reduced	0.11393596851857
236.592549217804	1.19829896946841	1.16126329497342	1.03189257307564	0.302122445570453	0.722359005529326	PA0128	7	6	2.12	Unchanged	0
1077.54947873789	0.692132597495449	0.645251865327905	1.07265493474199	0.28342596704555	0.703474106680235	PA0129	18	18	9.05	Unchanged	0
1085.25463696992	-0.86635161779753	0.613206618392324	-1.41282170122183	0.157708155769986	0.543399326447601	PA0130	18	14	9.56	Unchanged	0.0112002394329638
292.843334164433	-1.13237202148255	1.52780635581403	-0.741175095373401	0.458587281728142	0.833483681453587	PA0131	2	2	1.81	Unchanged	0.0167907159252743
945.982843443775	0.0711983514397198	0.521162981073935	0.136614368298003	0.89133561873098	0.982985770408785	PA0132	26	21	8.49	Unchanged	0
647.533248576386	-0.045262208411087	0.723831027946989	-0.0625314564636235	0.950139612312386	0.992972917017817	PA0133	14	12	5.79	Unchanged	0.00523338161996234
1010.21770820348	-0.742786867271885	0.640616121324874	-1.15948825286462	0.246257222097726	0.665487966346628	PA0134	14	12	8.39	Unchanged	0.00952488775237426
106.46420636814	1.32638231467199	1.7795901998505	0.74533019724621	0.456072130270685	0.831800498477557	PA0135	3	3	0.96	Unchanged	0
1144.94520357009	-0.337330226977583	0.574895545298451	-0.586767856763373	0.55735962730792	0.876581294855108	PA0136	28	22	10.13	Unchanged	0.00629761662737172
770.858549869961	-0.479654724835472	0.669754600322587	-0.716164882786093	0.473889544196073	0.842951763830681	PA0137	14	15	6.9	Unchanged	0.00713285592248547
630.798223664665	-0.224617700255244	0.741832006571921	-0.302787825633494	0.762051561911123	0.950045964839553	PA0138	17	13	5.72	Unchanged	0.00579787882198057
432.873283425391	0.849728166224297	1.16916562577923	0.726781687289145	0.467359703017014	0.840161128325477	PA0139	8	6	3.47	Unchanged	0
1109.02065638981	0.457074546676194	0.549774755890602	0.831385111409419	0.405756107186785	0.79902961843112	PA0140	27	27	9.48	Unchanged	0
622.87325666369	-1.24665988845528	0.683593159851469	-1.82368689693466	0.0681994209034757	0.345692177479675	PA0141	6	6	5.5	Unchanged	0.0204472507534402
917.971431887073	0.526742907365759	0.5916854123521	0.890241497203425	0.373336226926654	0.777673301366557	PA0142	23	14	8.3	Unchanged	0
736.32424589891	-0.692229062429779	0.666073663292937	-1.03926802781472	0.298680099996105	0.719441815258784	PA0143	14	10	6.74	Unchanged	0.00895693494127114
433.210754494117	-0.402384664460876	1.00695356124918	-0.399605979804767	0.689446751388062	0.924811763919844	PA0144	7	7	3.58	Unchanged	0.00664796625838382
383.594258763347	-0.609241250669457	1.0174930659458	-0.598766980395237	0.549328284271379	0.872405655616399	PA0145	9	8	3.28	Unchanged	0.00814659825596153
763.387134714645	-0.278973431908107	0.662056631185614	-0.421373971299887	0.673482022705827	0.922662087195265	PA0146	11	10	6.87	Unchanged	0.00602310036652876
664.093787513076	-2.46373528128959	0.776220470801255	-3.17401482435318	0.00150346011781452	0.0151680605001976	PA0147	7	4	5.7	Unchanged	0.305087617568284
667.845961881643	0.364645532661171	0.79339156921687	0.459603488125164	0.645800854974783	0.910604120841223	PA0148	14	15	5.62	Unchanged	0
369.563435479104	-1.49108710000756	1.106779857179	-1.34723006597545	0.177906147516735	0.577029315970122	PA0149	6	6	3.23	Unchanged	0.0325854409591432
655.689861379596	-1.50118583123573	0.716754458302225	-2.09442133752692	0.0362224636408731	0.224136555573358	PA0150	13	8	6.1	Unchanged	0.0332607215102444
1703.78294569887	-1.48840981115721	0.464595089504642	-3.20367099175364	0.0013568743880356	0.0138650155357252	PA0151	26	23	14.69	Unchanged	0.032409250830119
590.836995501278	-0.856504636427487	0.808999824255542	-1.05872042335196	0.28972712379316	0.710246945291644	PA0152	10	10	4.97	Unchanged	0.011049803501754
485.746018803712	-0.428584532755014	0.856926311856473	-0.50014164208182	0.616975346452236	0.898721101898449	PA0153	11	11	4.58	Unchanged	0.00680352335356049
494.324898139129	-0.682834055048124	0.875801667892522	-0.779667452211248	0.435586641530161	0.817863117559497	PA0154	10	9	3.65	Unchanged	0.00885792485319825
635.71276611323	-0.0410871589371988	0.77148726804297	-0.0532570797200898	0.957527077061944	0.994677913105385	PA0155	17	13	5.24	Unchanged	0.00522314519944778
727.279941132297	0.506295189483852	0.697369823808468	0.726006735879219	0.46783464121722	0.840713493687867	PA0156	27	22	6.57	Unchanged	0
890.460004867221	-0.721514350548617	0.741286990467854	-0.973326606060147	0.330391003153551	0.744302503113619	PA0157	11	9	6.57	Unchanged	0.00927848583199575
2323.91704818591	0.206243803013536	0.481871975724566	0.428005390235482	0.668647196023602	0.920173785025717	PA0158	44	41	19.59	Unchanged	0
754.324728080639	0.419871385270665	0.81021319311517	0.518223337806079	0.604302453576599	0.894905627800827	PA0159	18	16	5.76	Unchanged	0
114.414314354713	-1.19069253002701	1.64943628298785	-0.721878463756203	0.470369203145552	0.841737176194596	PA0160	3	1	1.17	Unchanged	0.0185350154636
1151.05320370016	0.327535258235005	0.6932807782084	0.47244243390309	0.636611022004903	0.907338399197375	PA0162	21	17	8.49	Unchanged	0
587.32763024022	-0.0161434383093766	0.755977800516543	-0.0213543814359973	0.982962963598606	0.997834623456186	PA0163	9	9	5.23	Unchanged	0.00516449293087307
1176.90360539325	-0.782421484673438	0.572058784332089	-1.36772916718159	0.1713968666166	0.565132711774922	PA0164	15	15	9.78	Unchanged	0.0100147958471434
598.994789131188	-0.02432690465334	0.733267167094635	-0.0331760451647229	0.973534200793799	0.995704676624548	PA0165	13	10	5.12	Unchanged	0.00518326639044098
969.970313584926	-0.237881996406696	0.576286072469898	-0.412784566156806	0.679764460151662	0.923769711709274	PA0166	12	12	8.57	Unchanged	0.00585027747793399
507.490473394663	-0.589329457082573	0.968547550326983	-0.608467242401898	0.542877625615547	0.870791334672565	PA0167	6	5	3.91	Unchanged	0.00797232281408167
433.443674879688	-1.43587439402095	1.0060969705179	-1.42717296254438	0.153530045759857	0.538744243508903	PA0168	5	6	3.63	Unchanged	0.0291787781442298
438.087290330954	0.737402361695806	0.800355081781007	0.92134401152909	0.35687084987917	0.769499065261159	PA0169	11	9	4.36	Unchanged	0
313.89718361112	1.12559577746279	1.30172594693262	0.864694892281391	0.387206273651104	0.784782525371688	PA0170	8	8	2.26	Unchanged	0
326.349691476879	-0.490067783143339	0.838632949476284	-0.584365047246689	0.558974737426247	0.876581294855108	PA0171	6	4	3.34	Unchanged	0.00720449017883751
1575.22679476026	-0.226140325913063	0.519580732357663	-0.435236166065903	0.663391013726713	0.918097553539777	PA0172	36	30	12.74	Unchanged	0.00580381212343528
761.304785853936	-0.651775840928078	0.564210363697862	-1.15520005101698	0.24800851384993	0.668306570349063	PA0173	19	19	7.05	Unchanged	0.00854423586219033
456.590009415954	0.221118786991197	0.918540997149372	0.240728271985055	0.809765725348151	0.96339002415469	PA0174	11	9	3.93	Unchanged	0
607.161967051714	-1.00865297518292	0.811182389814526	-1.24343549348199	0.213707397756928	0.625071690182948	PA0175	6	5	5.36	Unchanged	0.0137780452352662
1349.8817784165	0.142380290815318	0.548659927187699	0.259505540244439	0.79524520790783	0.9573061134703	PA0176	29	22	11.95	Unchanged	0
340.485536982555	-1.478969473933	1.05650647289079	-1.39986787765367	0.161552886814957	0.549595618003967	PA0177	2	2	2.8	Unchanged	0.0317972827853361
1441.612399056	-1.19785589628521	0.554952068779472	-2.1584853245429	0.0308901181965502	0.199799150100567	PA0178	15	14	12.02	Unchanged	0.0187660062345302
246.819067848919	-1.8081480909051	1.28232374244407	-1.41005584709741	0.158523193192202	0.544465343656996	PA0179	2	2	2.18	Unchanged	0.0647487048679016
754.61391458687	1.01458265172503	0.738698121891572	1.37347398302164	0.169605043913378	0.562961809002416	PA0180	15	12	6.81	Unchanged	0
690.425402367832	0.0143407220571506	0.732563695369789	0.019576075292554	0.984381549326862	0.998421035363807	PA0181	15	16	6	Unchanged	0
567.360370875101	-0.107576233616373	0.842070551899553	-0.127752043310031	0.898345202876432	0.983066339855887	PA0182	13	13	4.64	Unchanged	0.00540101767191536
1166.37407276266	0.563754858369717	0.554691870030219	1.01633877983285	0.309468087681069	0.72872210583335	PA0183	27	25	9.7	Unchanged	0
600.893901293666	-1.60954996763763	0.788440272233792	-2.04143550795229	0.0412075580822796	0.246228423777055	PA0184	7	4	5.25	Unchanged	0.0416958106797412
